,moqual,faqual,admingrade,eduspecneeds,prevgrade,ownschshp,prevqual,displaced,debtor,paidfeetodate,gender,secsemgrade,target,course
3371,37,1,120.8,0,136,0,1,1,0,1,0,12.19230769,1,9500
3372,1,19,130.3,0,131,1,1,1,0,1,0,12.33333333,1,9254
3373,37,37,119.9,0,130,1,1,0,0,1,0,11.83333333,1,9147
3374,19,38,110.5,0,108,1,1,1,0,1,0,12.5,1,9238
3375,38,38,160,0,160,0,39,1,0,1,0,12.85714286,1,9003
3376,19,37,118.6,0,113,1,1,1,0,1,0,14.66666667,1,9085
3377,38,38,112.3,0,113,1,1,0,0,1,0,12.85714286,1,9853
3379,19,19,125,0,148,0,1,1,0,1,0,13.9,1,9500
3380,19,19,105.8,0,130,0,1,0,0,1,0,12.06666667,0,9500
3381,34,34,121.5,0,133.1,0,2,1,0,1,0,12.54545455,0,9147
3382,37,38,134.2,0,138,1,1,1,0,1,0,14.14285714,1,9238
3383,19,1,130,0,130,0,3,0,0,1,0,0,0,9147
3385,19,38,108.7,0,115,1,1,0,0,1,0,10.71428571,1,9238
3386,3,1,136.7,0,147,0,1,0,0,1,0,14.95555556,1,9500
3387,38,38,119.1,0,132,0,1,0,0,1,0,11.8,1,9085
3388,1,1,151.3,0,146,1,1,1,0,1,0,13.25,1,171
3390,38,38,127.4,0,133,1,1,0,1,1,0,12.28571429,1,9853
3391,19,19,124,0,124,0,1,0,0,1,0,12.88625,1,9500
3392,1,1,155,0,133.1,1,1,0,0,1,0,12.66666667,1,9070
3393,37,38,114,0,121,1,1,0,0,1,0,11.2,1,9147
3395,19,37,160,0,160,0,42,1,0,1,0,13.88888889,1,9085
3397,37,37,136.5,0,150,1,1,1,0,1,0,14.50125,1,9500
3398,1,19,122.3,0,130,0,1,0,0,1,0,14.35,1,9500
3399,38,19,128,0,133.1,1,1,0,0,1,0,12.33333333,1,9070
3400,38,38,156.5,1,154,1,1,1,0,1,0,14.66666667,1,9238
3402,19,38,143,0,150,0,1,0,0,1,0,13.66666667,1,9773
3403,19,19,131.9,0,141,1,1,1,0,1,0,14.02625,1,9500
3405,3,3,155.1,0,146,0,1,1,0,1,0,0,1,171
3407,1,19,130.3,0,139,1,1,1,0,1,0,14.15375,1,9500
3408,1,1,123.3,0,136,0,1,0,0,0,0,0,0,9500
3409,19,38,117.4,0,110,0,1,1,0,1,0,12.83333333,1,9773
3411,38,37,120,0,129,0,1,1,0,1,0,12.45428571,1,9500
3413,1,19,126.7,0,137,0,1,1,0,1,0,0,0,9500
3414,1,19,129.3,0,138,1,1,1,0,1,0,12.94375,1,9500
3417,38,19,98.6,0,133.1,0,1,0,0,1,0,0,0,9254
3418,38,37,126.9,0,136,1,1,1,0,1,0,14.42857143,1,9853
3419,19,38,146.7,0,139,1,1,1,0,1,0,14,1,9238
3420,1,1,117,0,125,1,1,0,0,1,0,13.2575,1,9500
3421,37,38,130,0,130,0,39,1,0,1,0,0,0,9085
3422,1,38,125.8,0,137,1,1,0,0,0,0,11.5,0,9238
3423,3,1,160,0,130,0,3,0,0,1,0,15.4,0,9991
3424,9,19,134.2,0,130,0,1,1,0,1,0,0,0,9085
3425,37,37,96,0,160,0,1,0,0,0,0,0,0,9147
3427,19,1,125.2,0,136,0,1,1,0,1,0,11.33333333,1,9238
3428,37,37,100,0,117,0,1,0,0,1,0,14.33333333,0,8014
3429,37,37,140,0,140,0,3,0,0,1,0,0,0,9147
3430,19,19,120,0,132,1,1,0,0,1,0,14.16666667,1,9070
3431,1,1,134.3,0,147,0,1,1,0,1,0,14.2,1,9500
3432,38,38,144.7,0,158,1,1,1,0,1,0,14.66666667,1,9773
3433,19,37,131.9,0,142,0,1,1,0,1,0,14.3875,0,9500
3434,1,38,136.7,0,143,1,1,1,0,1,0,14,0,9773
3435,1,1,129.8,0,135,0,1,1,0,1,0,13,1,9070
3436,1,38,146.5,0,160,1,1,0,0,1,0,13.5,1,9773
3438,37,37,117.8,0,133.1,0,19,0,0,1,0,11.9625,1,9556
3439,37,38,106,0,133.1,0,1,1,0,1,0,11,0,9556
3442,37,19,116.9,0,106,0,1,1,0,1,0,12.4,1,9254
3443,1,19,141.7,0,148,0,1,0,0,1,0,12.66666667,1,9773
3444,1,19,127.7,0,134,0,1,1,0,0,0,11.33333333,0,9070
3445,19,1,122.1,0,130,1,1,1,0,1,0,13.0375,1,9500
3446,3,3,153.5,0,150,0,1,1,0,1,0,14.66666667,0,9085
3447,1,19,141.4,0,141,1,1,1,0,1,0,0,1,171
3448,19,37,135.8,0,140,1,1,1,0,1,0,13,1,9773
3449,3,3,127.5,0,138,1,1,1,0,1,0,14.58888889,1,9500
3452,1,1,100,0,133,0,1,0,0,1,0,11.57142857,1,9500
3453,37,38,131.5,0,150,1,1,1,0,1,0,12.65714286,1,9500
3454,37,37,109.3,0,117,0,1,0,0,0,0,10,0,9147
3455,19,1,127.9,0,145,0,1,1,0,1,0,13.16666667,1,9238
3456,37,37,140,0,140,0,3,1,0,1,0,13,1,9238
3457,37,38,160,0,160,1,39,0,0,1,0,14,1,9003
3458,4,3,119.8,0,125,0,1,0,0,1,0,12.14285714,1,9238
3459,37,37,153,0,133.1,0,12,0,0,0,0,0,0,9991
3460,38,37,125,0,139,1,1,1,0,1,0,12.9,1,9500
3462,37,37,120,0,120,0,3,0,0,1,0,11.66666667,0,9085
3464,3,1,116.9,0,120,0,1,1,0,1,0,13.42857143,1,9070
3465,37,37,117.9,0,130,0,1,0,0,1,0,0,0,9147
3467,19,19,135,0,150,0,1,0,0,1,0,11.375,1,9853
3470,38,19,129.5,0,143,1,1,1,0,1,0,13.79857143,1,9500
3471,38,19,111.3,0,100,0,19,0,1,0,0,13.5,1,8014
3472,37,37,95,0,133.1,0,19,0,1,0,0,0,0,8014
3473,34,34,131.8,0,133.1,0,1,0,0,1,0,12.84615385,0,9147
3474,38,19,119.1,0,132,0,1,0,0,1,0,0,0,9119
3475,38,38,125.4,0,131,0,1,1,0,1,0,14.42857143,1,9085
3476,1,37,140.7,0,147,1,1,1,1,1,0,14.53846154,1,9003
3477,37,37,131.9,0,141,0,1,0,0,1,0,12.4,0,9991
3479,38,37,139.2,0,135,1,1,0,0,1,1,13.16666667,1,9254
3480,37,37,121.8,0,133,1,1,0,0,1,1,12.93875,1,9500
3481,37,37,132.9,0,142,0,1,0,0,1,1,0,1,171
3482,37,37,130,0,130,0,39,0,0,1,1,0,0,9003
3483,37,37,130.1,0,133.1,0,1,0,0,0,1,12.88,0,9500
3484,37,37,124.5,0,133.1,0,1,0,0,0,1,11.8125,0,9500
3485,19,38,162.3,0,130,0,1,0,0,1,1,11.4,0,9670
3486,19,1,137.8,0,149,0,1,1,0,1,1,13,1,9500
3487,1,1,119.5,0,130,0,1,0,0,0,1,0,0,9670
3488,1,1,110,0,150,0,1,0,1,1,1,12.33333333,0,9130
3489,1,1,105,0,106,0,1,0,0,1,1,12.16666667,1,9238
3490,37,37,142.8,0,162,0,1,1,0,1,1,0,0,171
3491,37,37,128.2,0,120,0,1,1,0,1,1,0,0,9991
3492,38,38,120,0,133.1,0,19,0,0,1,1,10,0,9991
3493,37,37,130,0,130,0,3,0,0,0,1,0,0,9119
3494,37,38,121.7,0,128,1,1,0,0,1,1,10.75,1,9670
3495,38,19,116,0,124,0,1,0,0,1,1,14.1,1,9003
3496,37,37,133.2,0,133.1,0,1,0,0,0,1,10.8,0,9991
3497,37,37,116.7,0,114,0,1,0,0,1,1,11.6,0,9991
3498,38,38,126.4,0,140,1,1,1,0,1,1,13.5,1,9773
3500,1,19,120.3,0,122,1,1,1,0,1,1,13.6,0,9147
3501,37,37,118,0,140,1,1,0,1,1,1,0,0,9070
3502,37,12,149.5,0,160,0,1,1,0,0,1,13,1,9670
3503,1,3,130,0,130,1,39,0,0,1,1,11.75,1,9003
3504,1,1,126.3,0,141,1,1,0,0,1,1,13,1,9670
3505,37,37,116.2,0,127,0,1,0,0,1,1,0,0,9147
3506,37,37,126,0,126,0,1,0,0,0,1,0,0,9254
3507,1,1,122.3,0,131,0,1,0,0,1,1,11.6,1,9670
3509,1,1,131.8,0,130,1,39,0,0,1,1,12.375,1,9070
3510,1,1,130.7,0,140,1,1,1,0,1,1,12.80555556,0,9500
3512,19,19,129.5,0,140,0,1,1,0,1,1,0,0,171
3513,37,37,130,0,133.1,1,19,0,1,1,1,0,0,9670
3514,11,11,114,0,120,0,1,1,0,1,1,11.25,0,9670
3516,3,12,116.4,0,123,0,1,1,1,1,1,0,0,171
3517,38,38,121.7,0,136,0,1,1,0,1,1,12,0,9119
3518,2,2,130,0,136,0,1,1,0,1,1,12.5,0,9254
3519,37,37,120,0,120,0,1,1,1,1,1,11.5,0,9991
3520,3,3,125,0,160,0,4,0,0,1,1,13.71428571,1,9991
3521,37,37,134.1,0,125,0,1,1,0,1,1,11.25,0,171
3522,1,1,149.5,0,146,1,1,1,0,1,1,13.42857143,1,9670
3525,19,38,140,0,140,0,39,1,0,1,1,13.5,1,9003
3526,1,3,162.4,0,111,0,1,0,1,0,1,11.2,0,9003
3527,2,4,136.6,0,120,0,1,0,0,1,1,12.2,0,9500
3528,1,19,111,0,111,0,1,1,0,1,1,14.2,0,9119
3530,3,1,105.7,0,106,0,1,1,0,1,1,13.8,1,9670
3532,1,38,137,0,151,0,1,1,0,1,1,15,1,9147
3533,34,34,120,0,133.1,0,19,0,1,0,1,0,0,9254
3534,34,34,120.5,0,120,0,1,1,0,1,1,0,0,9991
3535,1,4,118.1,0,120,0,39,0,0,1,1,11.33333333,0,9991
3536,37,37,139,0,110,0,1,0,0,1,1,0,0,9991
3537,38,19,116.3,0,133.1,0,19,0,0,0,1,0,0,9147
3538,19,37,120.5,0,118,0,1,1,0,1,1,10.25,0,9254
3539,1,19,134.9,0,139,0,1,1,0,1,1,12.16666667,1,9070
3540,1,3,123,0,130,0,1,0,0,1,1,0,0,9119
3541,38,37,122.9,0,132,0,1,0,0,0,1,13,0,9670
3545,19,37,132.3,0,156,1,1,1,0,1,1,13.26666667,1,9500
3546,19,38,131.5,0,143,1,1,1,0,1,1,14.1875,1,9500
3547,34,34,128.2,0,133.1,0,9,0,0,1,1,0,0,9130
3548,37,37,148,0,140,0,1,1,0,0,1,0,0,9670
3549,2,19,121.5,0,127,0,1,0,0,1,1,13.48333333,1,9500
3551,37,37,139,0,133.1,0,19,0,1,0,1,0,0,9238
3552,37,37,113.4,0,120,0,1,0,0,1,1,11.66666667,0,9147
3553,19,37,150,0,150,0,39,1,1,1,1,17.71428571,0,9119
3555,38,38,150,0,150,0,39,1,0,1,1,13.14285714,1,9085
3557,1,1,140,0,130,0,1,0,0,0,1,0,0,9003
3559,2,1,140.7,0,141,0,1,1,0,1,1,14.5,1,9670
3561,1,37,146.7,0,146,0,1,1,0,1,1,13.625,1,9773
3562,34,34,96,0,133.1,0,19,0,0,1,1,0,0,9130
3563,3,38,160,0,160,0,39,0,1,0,1,16,0,9119
3564,19,3,130,0,130,0,39,0,1,0,1,0,0,9119
3565,1,3,130,0,160,1,1,0,0,0,1,10.66666667,0,9991
3566,37,37,140,0,140,0,2,1,0,1,1,14.5,1,9070
3567,19,19,116.6,0,126,1,1,1,0,1,1,13.8,1,9119
3568,1,19,120.5,0,118,0,1,1,0,1,1,13.57142857,1,9119
3569,3,1,103,0,133.1,0,19,0,0,1,1,0,0,9085
3570,1,19,111.9,0,121,0,1,1,0,1,1,11.2,1,9070
3571,1,38,148.7,0,148,0,1,0,0,1,1,16,1,9119
3572,12,12,120,0,133.1,0,12,0,0,1,1,10.6,0,9991
3574,1,38,120.1,0,132,1,1,1,0,1,1,13.16666667,1,9254
3575,4,3,127.8,0,140,0,1,0,0,1,1,14.85714286,1,9130
3576,1,1,106.4,0,112,0,1,1,0,1,1,10.5,1,9147
3577,19,19,100,0,100,0,1,0,1,1,1,10.25,0,9500
3578,1,3,123.9,0,126,0,1,1,0,1,1,0,0,9085
3579,3,37,139.5,0,150,1,1,0,0,1,1,14.83333333,1,9670
3580,19,1,150,0,150,0,39,1,0,1,1,12.6,1,9003
3581,19,19,139.8,0,144,0,1,0,1,1,1,13.65714286,1,9556
3582,38,37,154.4,0,133.1,0,1,0,0,1,1,0,0,9991
3584,3,19,119,0,133.1,0,1,0,0,1,1,13.14285714,1,8014
3585,19,37,96.1,0,133.1,0,1,0,0,1,1,11.5,0,33
3586,1,2,130,0,130,0,3,0,0,0,1,0,0,171
3587,1,2,128.8,0,133,0,1,0,0,1,1,13,1,9070
3588,38,37,126.8,0,124,1,1,0,0,1,1,14,1,9773
3589,1,3,130,0,130,0,40,0,0,1,1,0,0,9991
3592,27,37,110,0,110,0,3,1,0,1,1,13.16666667,0,9670
3593,19,38,133.7,0,127,0,1,1,1,1,1,11.8,0,9773
3595,19,38,140,0,140,0,39,0,0,1,1,12,0,9003
3597,19,38,133.7,0,133,0,1,1,0,1,0,12.16666667,1,9238
3598,37,37,137,0,109,1,1,1,0,1,0,12.8,1,9773
3599,4,19,128.2,0,133.1,0,1,0,0,1,0,14.5,0,9147
3600,1,4,129.2,0,133,0,1,1,1,0,1,0,0,171
3601,2,1,129.5,0,134,0,1,1,0,1,1,12.66666667,1,9773
3602,19,19,129.6,0,125,0,1,1,0,1,1,12.83333333,1,9773
3604,19,1,141.8,0,132,0,1,1,0,1,1,12.16666667,1,9773
3605,3,1,129.8,0,135,0,1,1,0,1,1,12.75,1,9773
3606,1,1,106,0,100,0,39,0,0,1,1,11,0,9070
3608,19,1,121.5,0,125,0,1,1,0,1,1,14.57142857,0,9119
3611,1,1,117.7,0,117,0,1,1,0,1,1,13.85714286,1,9670
3612,19,37,140,0,140,0,39,1,0,1,1,12,0,9085
3613,1,12,133.1,0,132,0,1,1,0,1,1,10.5,0,9119
3615,19,1,119.1,0,132,0,1,0,1,1,1,11.14285714,0,9670
3617,19,38,131.3,0,133,0,1,1,1,1,0,11.8,0,9238
3618,1,1,136.7,0,143,0,1,1,0,1,0,13.83333333,1,9773
3619,19,37,126.2,0,143,1,1,1,0,1,0,13.5,1,9238
3620,37,37,109.6,0,133.1,0,1,0,0,1,0,11,0,9085
3621,1,19,131.9,0,141,1,1,1,0,1,0,16.09375,1,9500
3622,19,37,140.7,0,140,1,1,1,0,1,0,16,1,9238
3623,3,19,120.7,0,134,0,1,1,0,1,0,0,0,8014
3624,3,19,113.8,0,118,0,1,1,0,1,0,11.75,1,9147
3626,34,34,112.4,0,119,0,1,1,0,1,0,11,0,8014
3628,3,37,142.7,0,143,0,1,1,0,1,0,0,0,171
3629,19,19,125.5,0,123,1,1,0,0,0,0,14.28571429,1,9670
3630,19,1,107.8,0,108,1,1,1,0,1,0,13,1,9500
3631,38,19,110.4,0,117,0,1,1,1,0,0,10.33333333,0,9773
3633,37,37,138.3,0,170,0,1,0,0,1,0,13,1,9254
3634,3,38,142.3,0,157,0,1,0,0,1,0,12.75,1,9085
3635,37,1,145,0,141,0,6,0,0,1,0,14.93333333,1,9500
3636,3,19,125.7,0,125,0,1,1,0,1,0,11.66666667,1,9773
3638,38,38,128.7,0,143,0,1,1,0,1,0,13.91,1,9500
3639,1,19,128,0,142,1,1,0,0,1,0,13.28571429,1,9670
3640,19,38,146.5,0,150,1,1,1,0,1,0,12.66666667,1,9773
3641,37,37,106.1,0,112,0,1,1,0,0,0,0,0,9254
3642,19,1,118,0,133.1,1,1,0,0,1,0,14,1,8014
3643,1,37,117,0,125,1,1,1,0,1,0,13.33333333,1,9085
3644,38,37,115.4,0,121,1,1,1,0,1,0,11.83333333,1,9238
3645,41,1,117,0,133.1,0,1,1,0,1,0,12.42857143,1,9238
3647,37,37,127,0,135,0,1,0,0,1,0,0,0,9238
3648,19,38,118,0,132,0,1,1,0,1,0,12.32857143,1,9500
3649,37,37,118,0,133.1,0,19,0,0,1,0,10,0,9853
3650,1,38,126.4,0,135,1,1,1,0,1,0,12.72727273,1,9070
3652,38,37,124.4,0,133,1,1,1,0,1,0,15.125,1,9556
3654,1,19,129.4,0,135,0,1,1,0,1,0,12.16666667,1,9773
3655,1,1,141.7,0,140,1,39,0,0,1,0,12.83333333,1,9238
3656,1,19,132.1,0,144,1,1,1,0,1,0,13,1,9085
3657,37,3,116.8,0,122,0,1,1,0,1,0,14.47142857,1,9500
3658,19,37,135,0,143,1,1,0,0,1,0,12.83333333,1,9991
3660,19,1,116,0,124,0,1,1,1,1,0,0,0,9238
3661,3,3,155,0,156,0,1,0,0,1,0,13.25,1,9773
3662,38,38,127,0,142,0,1,1,0,1,0,12.6,1,9085
3663,38,37,130.8,0,142,1,1,1,0,1,0,12.67142857,1,9500
3664,12,37,121.8,0,126,0,1,1,0,1,0,13.77142857,0,9500
3666,37,25,148.5,0,170,0,1,0,0,1,1,13.4,0,9070
3667,34,34,109.8,0,130,0,1,1,0,0,1,0,0,9147
3668,19,19,119.7,0,133,1,1,1,1,1,0,12.66666667,1,9238
3669,3,3,122,0,122,0,1,1,0,1,0,12.49166667,1,9500
3670,1,3,147.5,0,138,1,1,1,0,1,0,14.16666667,1,171
3671,37,37,150.8,0,163,0,1,1,0,1,0,14.5,1,9085
3672,19,37,150,0,150,0,39,1,0,1,0,13,1,9085
3673,19,19,131.5,0,133.1,1,19,0,1,1,0,13.75,1,8014
3674,1,1,127.2,0,144,1,1,1,0,1,0,13,1,9070
3675,38,19,111,0,118,0,1,1,0,1,0,12.66666667,1,9070
3676,37,19,119.9,0,101,0,1,1,1,0,0,11.25,1,9238
3677,19,38,133.7,0,133,0,1,1,0,1,0,0,0,9773
3678,1,19,140,0,133.1,0,1,1,0,1,0,16,1,9670
3679,19,19,113.9,0,124,1,1,1,0,1,0,12,1,9853
3680,37,38,120.7,0,127,0,1,1,1,1,1,0,0,171
3682,37,37,121.8,0,110,0,1,0,0,0,1,0,0,9991
3683,19,2,117.7,0,110,1,1,1,1,1,1,0,1,171
3684,37,37,110,0,160,0,1,0,0,1,1,11.5,0,9147
3685,1,1,134.4,0,120,0,1,0,0,1,1,15.9,0,9003
3686,34,34,125.3,0,133.1,0,1,0,0,1,1,11.63636364,0,9147
3687,19,38,119.1,0,132,0,1,0,0,0,1,0,0,9147
3688,19,38,146,0,130,0,1,0,0,1,1,11.25,1,9238
3690,19,1,122,0,129,0,1,1,0,1,1,10.75,1,9147
3691,19,1,118.1,0,130,0,1,1,1,0,1,11,0,9119
3692,38,37,105.2,0,140,0,1,0,0,1,1,0,0,9670
3693,19,37,123.3,0,131,1,1,1,0,1,1,12.5,0,9119
3694,1,1,124.8,0,129,0,1,1,0,1,1,0,0,171
3695,19,37,149.4,0,133.1,0,19,0,0,0,1,12,0,9991
3696,37,37,108.5,0,112,0,1,0,0,1,1,11.4,1,9254
3698,38,38,101,0,133.1,0,1,0,0,1,1,11.85625,1,9500
3699,3,1,112.9,0,123,0,1,0,0,1,1,0,0,9085
3702,1,1,134.1,0,125,0,1,1,0,1,1,0,0,9147
3703,37,37,101.6,0,133.1,1,1,0,0,1,1,0,0,9119
3704,37,38,111.9,0,121,0,1,1,0,1,1,14,1,9670
3705,1,19,118.4,0,148,0,1,1,0,1,1,13.25,0,9147
3706,38,1,127.1,0,139,1,1,1,0,1,1,11.25,1,9147
3707,37,37,120.5,0,125,0,1,1,0,1,1,0,1,171
3708,1,1,136.1,0,128,0,1,1,1,0,1,11.8,0,9070
3709,1,19,124,0,132,0,1,1,0,1,1,11.25,0,9670
3710,38,38,141.6,0,137,0,1,0,0,1,1,12,1,9085
3711,19,38,160,0,160,1,39,1,1,1,1,0,0,171
3712,1,19,110,0,120,0,1,0,0,1,1,10.33333333,0,9147
3713,37,37,100,0,134,0,1,1,0,1,1,0,0,33
3714,37,1,120,0,133.1,0,12,0,1,0,1,0,0,9670
3716,4,4,140,0,140,0,39,1,0,1,1,11.5,0,9130
3717,37,37,124.3,0,140,0,1,1,0,1,1,0,1,171
3718,1,38,118.9,0,122,0,1,0,0,1,1,0,0,9147
3719,19,37,130.2,0,141,0,1,0,0,1,1,0,0,9670
3721,37,37,140,0,140,0,3,0,0,0,1,0,0,9070
3722,19,1,130,0,133.1,0,12,0,0,1,1,0,0,9003
3723,1,1,130.4,0,137,0,1,1,1,1,1,10.66666667,0,9119
3724,1,1,116.1,0,122,1,1,1,0,1,1,12.2,0,9670
3725,1,1,130,0,130,0,39,0,0,1,1,11.66666667,0,9003
3726,37,37,124.3,0,140,0,1,1,0,0,1,0,0,9991
3727,38,1,125,0,125,0,1,1,0,1,1,14,1,9670
3728,19,38,110,0,110,0,2,0,0,1,1,14.2,1,8014
3729,38,38,115,0,133.1,0,1,0,1,1,1,14.46153846,1,9003
3730,1,38,129.6,1,132,0,1,0,0,1,1,11.95,1,9500
3731,38,38,128.8,0,122,0,1,1,0,1,1,13.5,0,9070
3732,4,3,144.2,0,155,0,1,1,0,1,1,0,1,171
3733,37,37,134,0,120,1,1,0,0,1,1,12.75,0,9238
3734,19,1,112,0,129,0,1,0,0,1,1,11.25,0,9147
3735,38,37,128.8,0,144,0,1,1,0,1,1,13.2,1,9500
3738,3,1,123.2,0,133,0,1,1,0,1,1,14.6,1,9119
3739,37,37,118.4,0,131,0,1,0,0,1,1,11.5,0,9119
3740,3,1,116.2,0,133.1,0,1,0,0,1,1,13.66666667,0,9670
3742,19,38,113.5,0,118,1,1,1,0,1,0,14,1,9670
3744,12,1,134.8,0,133.1,0,1,1,0,1,0,0,0,9853
3745,3,1,149.9,0,145,0,1,1,0,0,0,0,1,171
3746,1,1,119.8,0,125,1,1,1,0,1,0,12.82875,1,9500
3747,39,3,125,0,125,0,1,1,0,1,0,13.75,1,9130
3748,1,19,135.1,0,148,0,1,1,1,1,0,0,0,9500
3749,3,19,138.3,0,139,0,1,1,0,1,0,13.16666667,1,9070
3750,38,38,122.5,0,130,0,1,1,0,1,0,13.93714286,1,9500
3751,3,1,148,0,148,0,1,1,0,1,0,14.58333333,1,9070
3752,1,1,126.2,0,130,0,1,1,0,1,0,12.2,1,9773
3753,37,37,129.8,0,134,0,6,1,0,1,0,14.85,1,9500
3754,19,37,104,0,133.1,0,19,0,0,1,0,0,0,9085
3755,3,1,126.7,0,137,0,1,1,0,1,0,15.62222222,0,9500
3756,37,37,120,0,130,0,1,0,0,1,0,11.6,1,8014
3757,1,3,124.6,0,137,0,1,0,0,1,0,13.5425,1,9500
3759,38,37,127.3,0,140,0,1,0,0,1,0,0,0,9991
3760,37,37,122,0,150,0,1,1,0,1,0,11.92857143,1,9147
3761,1,1,125.1,0,130,0,3,0,1,0,0,0,0,9238
3762,19,38,110,0,133.1,1,1,1,0,1,0,13,1,9085
3763,1,19,129.8,0,134,1,1,0,0,1,0,11.16666667,1,9238
3764,19,38,114.9,0,125,1,1,0,0,1,0,12.2,1,9238
3765,37,38,125.6,0,141,1,1,1,0,1,0,13.15,1,9500
3766,38,37,125.1,0,138,1,1,1,0,1,0,13,1,9070
3767,37,1,115.7,0,116,0,1,1,1,0,0,0,0,9773
3769,1,1,127.2,0,131,1,1,1,0,1,0,13.2,0,9773
3770,1,19,140,0,140,0,39,0,0,1,0,0,0,9130
3771,1,1,140,0,140,0,39,1,0,1,0,12.6,1,9003
3772,1,38,120.4,0,127,1,1,1,0,1,0,13.42857143,1,9238
3773,37,37,100,0,133.1,1,19,1,1,0,0,0,0,9085
3774,1,19,113.5,0,117,1,1,1,0,1,0,14.14285714,1,9238
3775,37,37,132.1,0,150,0,1,1,1,1,0,12.5,0,9085
3776,3,1,160,0,160,0,39,1,0,0,0,13,1,9003
3777,19,2,126.3,0,128,0,1,1,0,1,0,12.66666667,1,9070
3780,3,3,125.8,0,135,0,1,1,0,1,0,13.15428571,1,9500
3781,1,38,142.2,0,139,1,1,1,0,1,0,12.83333333,1,9070
3782,1,19,119.4,0,125,0,1,1,0,1,0,13.14285714,1,9853
3784,37,19,120,0,120,0,40,0,0,1,0,13.75,0,8014
3786,1,1,148.6,0,130,0,1,1,0,1,1,0,0,171
3787,38,38,108.7,0,116,0,1,1,0,1,1,0,0,9238
3789,1,44,124.6,0,140,0,1,1,1,0,1,12.5,0,9238
3790,19,19,131,0,134,0,1,1,0,1,1,13.472,1,9500
3791,3,1,130,0,130,0,39,1,1,1,1,10.66666667,0,9130
3792,19,1,116.1,0,122,0,1,1,1,0,1,0,0,9119
3793,19,38,125.6,0,128,0,1,1,0,1,1,0,0,9773
3794,19,19,121.3,0,130,0,1,1,0,1,1,12,0,9119
3795,4,38,107.4,0,113,0,1,1,0,1,1,13.2,1,9119
3796,1,19,116.9,0,126,0,1,0,0,1,1,11.8,1,9254
3797,3,19,123.5,0,135,0,1,1,0,1,1,0,0,9670
3798,19,38,130.5,0,141,0,1,0,0,1,1,13.85714286,1,9670
3799,1,39,140,0,133.1,0,12,1,1,0,0,0,0,9085
3800,34,19,117.1,0,133.1,1,1,1,0,1,0,0,0,9853
3801,37,37,127.5,0,144,1,1,1,0,1,0,13.54285714,1,9500
3802,38,37,126,0,140,1,1,0,0,1,0,11.71428571,1,8014
3803,34,34,113,0,100,0,10,1,0,1,0,12.14285714,1,8014
3804,1,19,130.1,0,135,0,1,1,0,1,0,10,0,9147
3805,37,37,110,0,130,0,1,1,0,1,0,10,0,9991
3806,34,37,135.8,0,147,0,1,1,0,1,0,13.33333333,1,9070
3807,34,34,126.3,0,149,0,19,0,0,1,0,12.83333333,1,8014
3808,34,34,130,0,130,0,2,0,0,1,0,13,0,9070
3809,34,34,104,0,120,0,1,0,0,1,0,12.6,0,8014
3811,37,37,121,0,133.1,0,1,0,1,0,0,12,0,8014
3812,37,37,130.5,0,149,0,1,1,0,1,0,12.55555556,1,9238
3813,19,19,180,0,180,0,43,0,0,1,0,16.90909091,1,8014
3814,14,14,112.5,0,110,0,1,1,0,1,0,11.77777778,1,9238
3816,19,19,111.8,0,117,0,1,1,0,1,1,11,0,9238
3817,38,37,131.4,0,120,1,1,1,0,1,1,12.92307692,1,9003
3818,19,37,144.3,0,160,0,1,0,0,1,1,0,0,9238
3819,3,19,115,0,100,0,1,0,0,0,1,0,0,9254
3821,1,38,168.6,0,160,0,1,0,0,1,1,0,0,9003
3822,37,37,127.7,0,141,0,1,1,0,1,1,14.83333333,1,9773
3823,38,19,150,0,130,0,39,0,0,1,1,13.5,0,9130
3825,1,38,135.6,0,130,0,1,1,0,1,1,0,0,171
3826,37,37,100,0,133.1,0,19,0,0,1,1,14.75,0,9254
3827,37,37,140,0,140,1,39,1,0,1,1,13.2,1,9003
3828,12,1,124.1,0,129,0,1,1,0,1,1,14,0,9119
3829,38,38,131.6,0,148,1,1,0,0,1,1,15.5,0,9085
3830,1,1,129,0,143,0,1,1,0,1,1,12.36571429,1,9500
3833,38,19,110.8,0,116,0,1,1,0,1,1,0,0,9238
3834,1,19,124.5,0,128,1,1,0,0,1,1,12.33333333,1,9773
3835,2,2,100,0,120,0,1,0,0,1,1,11.8,0,9003
3836,1,3,123.8,0,121,0,1,0,0,0,1,12,0,9773
3837,3,38,131.4,0,137,0,1,0,0,0,1,11.33333333,0,9147
3838,38,1,118.5,0,115,0,1,0,0,1,1,10,0,9147
3839,37,37,122,0,129,0,1,1,0,0,1,0,0,171
3842,3,1,100,0,133.1,0,19,1,0,1,1,0,0,9003
3843,37,37,135.9,0,131,0,1,1,0,1,1,11,0,9147
3844,6,11,138.4,0,133.1,0,1,0,0,1,1,12.8,1,9130
3845,34,34,128.2,0,133.1,0,12,0,1,0,1,0,0,9085
3846,37,38,107.4,0,114,0,1,1,0,0,1,0,0,9773
3847,1,33,129.8,0,127,0,1,0,0,0,1,0,0,9773
3848,37,37,100,0,130,0,1,0,1,0,1,11.6,0,9003
3849,19,38,113,0,121,0,1,1,0,1,1,13.66666667,1,9773
3850,37,19,107,0,120,0,1,0,0,0,1,0,0,9991
